1015	-2
1016	-1.998
1017	-1.996
1018	-1.994
1019	-1.992
1020	-1.99
1021	-1.988
1022	-1.986
1023	-1.984
1024	-1.982
1025	-1.98
1026	-1.978
1027	-1.976
1028	-1.974
1029	-1.972
1030	-1.97
1031	-1.968
1032	-1.966
1033	-1.964
1034	-1.962
1035	-1.96
1036	-1.958
1037	-1.956
1038	-1.954
1039	-1.952
1040	-1.95
1041	-1.948
1042	-1.946
1043	-1.944
1044	-1.942
1045	-1.94
1046	-1.938
1047	-1.936
1048	-1.934
1049	-1.932
1050	-1.93
1051	-1.928
1052	-1.926
1053	-1.924
1054	-1.922
1055	-1.92
1056	-1.918
1057	-1.916
1058	-1.914
1059	-1.912
1060	-1.91
1061	-1.908
1062	-1.906
1063	-1.904
1064	-1.902
1065	-1.9
1066	-1.898
1067	-1.896
1068	-1.894
1069	-1.892
1070	-1.89
1071	-1.888
1072	-1.886
1073	-1.884
1074	-1.882
1075	-1.88
1076	-1.878
1077	-1.876
1078	-1.874
1079	-1.872
1080	-1.87
1081	-1.868
1082	-1.866
1083	-1.864
1084	-1.862
1085	-1.86
1086	-1.858
1087	-1.856
1088	-1.854
1089	-1.852
1090	-1.85
1091	-1.848
1092	-1.846
1093	-1.844
1094	-1.842
1095	-1.84
1096	-1.838
1097	-1.836
1098	-1.834
1099	-1.832
1100	-1.83
1101	-1.828
1102	-1.826
1103	-1.824
1104	-1.822
1105	-1.82
1106	-1.818
1107	-1.816
1108	-1.814
1109	-1.812
1110	-1.81
1111	-1.808
1112	-1.806
1113	-1.804
1114	-1.802
1115	-1.8
1116	-1.798
1117	-1.796
1118	-1.794
1119	-1.792
1120	-1.79
1121	-1.788
1122	-1.786
1123	-1.784
1124	-1.782
1125	-1.78
1126	-1.778
1127	-1.776
1128	-1.774
1129	-1.772
1130	-1.77
1131	-1.768
1132	-1.766
1133	-1.764
1134	-1.762
1135	-1.76
1136	-1.758
1137	-1.756
1138	-1.754
1139	-1.752
1140	-1.75
1141	-1.748
1142	-1.746
1143	-1.744
1144	-1.742
1145	-1.74
1146	-1.738
1147	-1.736
1148	-1.734
1149	-1.732
1150	-1.73
1151	-1.728
1152	-1.726
1153	-1.724
1154	-1.722
1155	-1.72
1156	-1.718
1157	-1.716
1158	-1.714
1159	-1.712
1160	-1.71
1161	-1.708
1162	-1.706
1163	-1.704
1164	-1.702
1165	-1.7
1166	-1.698
1167	-1.696
1168	-1.694
1169	-1.692
1170	-1.69
1171	-1.688
1172	-1.686
1173	-1.684
1174	-1.682
1175	-1.68
1176	-1.678
1177	-1.676
1178	-1.674
1179	-1.672
1180	-1.67
1181	-1.668
1182	-1.666
1183	-1.664
1184	-1.662
1185	-1.66
1186	-1.658
1187	-1.656
1188	-1.654
1189	-1.652
1190	-1.65
1191	-1.648
1192	-1.646
1193	-1.644
1194	-1.642
1195	-1.64
1196	-1.638
1197	-1.636
1198	-1.634
1199	-1.632
1200	-1.63
1201	-1.628
1202	-1.626
1203	-1.624
1204	-1.622
1205	-1.62
1206	-1.618
1207	-1.616
1208	-1.614
1209	-1.612
1210	-1.61
1211	-1.608
1212	-1.606
1213	-1.604
1214	-1.602
1215	-1.6
1216	-1.598
1217	-1.596
1218	-1.594
1219	-1.592
1220	-1.59
1221	-1.588
1222	-1.586
1223	-1.584
1224	-1.582
1225	-1.58
1226	-1.578
1227	-1.576
1228	-1.574
1229	-1.572
1230	-1.57
1231	-1.568
1232	-1.566
1233	-1.564
1234	-1.562
1235	-1.56
1236	-1.558
1237	-1.556
1238	-1.554
1239	-1.552
1240	-1.55
1241	-1.548
1242	-1.546
1243	-1.544
1244	-1.542
1245	-1.54
1246	-1.538
1247	-1.536
1248	-1.534
1249	-1.532
1250	-1.53
1251	-1.528
1252	-1.526
1253	-1.524
1254	-1.522
1255	-1.52
1256	-1.518
1257	-1.516
1258	-1.514
1259	-1.512
1260	-1.51
1261	-1.508
1262	-1.506
1263	-1.504
1264	-1.502
1265	-1.5
1266	-1.498
1267	-1.496
1268	-1.494
1269	-1.492
1270	-1.49
1271	-1.488
1272	-1.486
1273	-1.484
1274	-1.482
1275	-1.48
1276	-1.478
1277	-1.476
1278	-1.474
1279	-1.472
1280	-1.47
1281	-1.468
1282	-1.466
1283	-1.464
1284	-1.462
1285	-1.46
1286	-1.458
1287	-1.456
1288	-1.454
1289	-1.452
1290	-1.45
1291	-1.448
1292	-1.446
1293	-1.444
1294	-1.442
1295	-1.44
1296	-1.438
1297	-1.436
1298	-1.434
1299	-1.432
1300	-1.43
1301	-1.428
1302	-1.426
1303	-1.424
1304	-1.422
1305	-1.42
1306	-1.418
1307	-1.416
1308	-1.414
1309	-1.412
1310	-1.41
1311	-1.408
1312	-1.406
1313	-1.404
1314	-1.402
1315	-1.4
1316	-1.398
1317	-1.396
1318	-1.394
1319	-1.392
1320	-1.39
1321	-1.388
1322	-1.386
1323	-1.384
1324	-1.382
1325	-1.38
1326	-1.378
1327	-1.376
1328	-1.374
1329	-1.372
1330	-1.37
1331	-1.368
1332	-1.366
1333	-1.364
1334	-1.362
1335	-1.36
1336	-1.358
1337	-1.356
1338	-1.354
1339	-1.352
1340	-1.35
1341	-1.348
1342	-1.346
1343	-1.344
1344	-1.342
1345	-1.34
1346	-1.338
1347	-1.336
1348	-1.334
1349	-1.332
1350	-1.33
1351	-1.328
1352	-1.326
1353	-1.324
1354	-1.322
1355	-1.32
1356	-1.318
1357	-1.316
1358	-1.314
1359	-1.312
1360	-1.31
1361	-1.308
1362	-1.306
1363	-1.304
1364	-1.302
1365	-1.3
1366	-1.298
1367	-1.296
1368	-1.294
1369	-1.292
1370	-1.29
1371	-1.288
1372	-1.286
1373	-1.284
1374	-1.282
1375	-1.28
1376	-1.278
1377	-1.276
1378	-1.274
1379	-1.272
1380	-1.27
1381	-1.268
1382	-1.266
1383	-1.264
1384	-1.262
1385	-1.26
1386	-1.258
1387	-1.256
1388	-1.254
1389	-1.252
1390	-1.25
1391	-1.248
1392	-1.246
1393	-1.244
1394	-1.242
1395	-1.24
1396	-1.238
1397	-1.236
1398	-1.234
1399	-1.232
1400	-1.23
1401	-1.228
1402	-1.226
1403	-1.224
1404	-1.222
1405	-1.22
1406	-1.218
1407	-1.216
